Mobjects
Class Name,Module,File Path,Description
ArcBetweenPoints,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"Inherits from Arc and additionally takes 2 points between which the arc is spanned.  Example ------- .. manim:: ArcBetweenPointsExample    class ArcBetweenPointsExample(Scene):       def construct(self):           circle = Circle(radius=2, stroke_color=GREY)           dot_1 = Dot(color=GREEN).move_to([2, 0, 0]).scale(0.5)           dot_1_text = Tex(""(2,0)"").scale(0.5).next_to(dot_1, RIGHT).set_color(BLUE)           dot_2 = Dot(color=GREEN).move_to([0, 2, 0]).scale(0.5)           dot_2_text = Tex(""(0,2)"").scale(0.5).next_to(dot_2, UP).set_color(BLUE)           arc= ArcBetweenPoints(start=2 * RIGHT, end=2 * UP, stroke_color=YELLOW)           self.add(circle, dot_1, dot_2, dot_1_text, dot_2_text)           self.play(Create(arc))"
ArcPolygon,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A generalized polygon allowing for points to be connected with arcs.  This version tries to stick close to the way :class:`Polygon` is used. Points can be passed to it directly which are used to generate the according arcs (using :class:`ArcBetweenPoints`). An angle or radius can be passed to it to use across all arcs, but to configure arcs individually an ``arc_config`` list has to be passed with the syntax explained below.  Parameters ---------- vertices     A list of vertices, start and end points for the arc segments. angle     The angle used for constructing the arcs. If no other parameters     are set, this angle is used to construct all arcs. radius     The circle radius used to construct the arcs. If specified,     overrides the specified ``angle``. arc_config     When passing a ``dict``, its content will be passed as keyword     arguments to :class:`~.ArcBetweenPoints`. Otherwise, a list     of dictionaries containing values that are passed as keyword     arguments for every individual arc can be passed. kwargs     Further keyword arguments that are passed to the constructor of     :class:`~.VMobject`.  Attributes ---------- arcs : :class:`list`     The arcs created from the input parameters::          >>> from manim import ArcPolygon         >>> ap = ArcPolygon([0, 0, 0], [2, 0, 0], [0, 2, 0])         >>> ap.arcs         [ArcBetweenPoints, ArcBetweenPoints, ArcBetweenPoints]   .. tip::      Two instances of :class:`ArcPolygon` can be transformed properly into one     another as well. Be advised that any arc initialized with ``angle=0``     will actually be a straight line, so if a straight section should seamlessly     transform into an arced section or vice versa, initialize the straight section     with a negligible angle instead (such as ``angle=0.0001``).  .. note::     There is an alternative version (:class:`ArcPolygonFromArcs`) that is instantiated     with pre-defined arcs.  See Also -------- :class:`ArcPolygonFromArcs`   Examples -------- .. manim:: SeveralArcPolygons      class SeveralArcPolygons(Scene):         def construct(self):             a = [0, 0, 0]             b = [2, 0, 0]             c = [0, 2, 0]             ap1 = ArcPolygon(a, b, c, radius=2)             ap2 = ArcPolygon(a, b, c, angle=45*DEGREES)             ap3 = ArcPolygon(a, b, c, arc_config={'radius': 1.7, 'color': RED})             ap4 = ArcPolygon(a, b, c, color=RED, fill_opacity=1,                                         arc_config=[{'radius': 1.7, 'color': RED},                                         {'angle': 20*DEGREES, 'color': BLUE},                                         {'radius': 1}])             ap_group = VGroup(ap1, ap2, ap3, ap4).arrange()             self.play(*[Create(ap) for ap in [ap1, ap2, ap3, ap4]])             self.wait()  For further examples see :class:`ArcPolygonFromArcs`."
ArcPolygonFromArcs,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A generalized polygon allowing for points to be connected with arcs.  This version takes in pre-defined arcs to generate the arcpolygon and introduces little new syntax. However unlike :class:`Polygon` it can't be created with points directly.  For proper appearance the passed arcs should connect seamlessly: ``[a,b][b,c][c,a]``  If there are any gaps between the arcs, those will be filled in with straight lines, which can be used deliberately for any straight sections. Arcs can also be passed as straight lines such as an arc initialized with ``angle=0``.  Parameters ---------- arcs     These are the arcs from which the arcpolygon is assembled. kwargs     Keyword arguments that are passed to the constructor of     :class:`~.VMobject`. Affects how the ArcPolygon itself is drawn,     but doesn't affect passed arcs.  Attributes ---------- arcs     The arcs used to initialize the ArcPolygonFromArcs::          >>> from manim import ArcPolygonFromArcs, Arc, ArcBetweenPoints         >>> ap = ArcPolygonFromArcs(Arc(), ArcBetweenPoints([1,0,0], [0,1,0]), Arc())         >>> ap.arcs         [Arc, ArcBetweenPoints, Arc]   .. tip::      Two instances of :class:`ArcPolygon` can be transformed properly into     one another as well. Be advised that any arc initialized with ``angle=0``     will actually be a straight line, so if a straight section should seamlessly     transform into an arced section or vice versa, initialize the straight     section with a negligible angle instead (such as ``angle=0.0001``).  .. note::     There is an alternative version (:class:`ArcPolygon`) that can be instantiated     with points.  .. seealso::     :class:`ArcPolygon`  Examples -------- One example of an arcpolygon is the Reuleaux triangle. Instead of 3 straight lines connecting the outer points, a Reuleaux triangle has 3 arcs connecting those points, making a shape with constant width.  Passed arcs are stored as submobjects in the arcpolygon. This means that the arcs are changed along with the arcpolygon, for example when it's shifted, and these arcs can be manipulated after the arcpolygon has been initialized.  Also both the arcs contained in an :class:`~.ArcPolygonFromArcs`, as well as the arcpolygon itself are drawn, which affects draw time in :class:`~.Create` for example. In most cases the arcs themselves don't need to be drawn, in which case they can be passed as invisible.  .. manim:: ArcPolygonExample      class ArcPolygonExample(Scene):         def construct(self):             arc_conf = {""stroke_width"": 0}             poly_conf = {""stroke_width"": 10, ""stroke_color"": BLUE,                   ""fill_opacity"": 1, ""color"": PURPLE}             a = [-1, 0, 0]             b = [1, 0, 0]             c = [0, np.sqrt(3), 0]             arc0 = ArcBetweenPoints(a, b, radius=2, **arc_conf)             arc1 = ArcBetweenPoints(b, c, radius=2, **arc_conf)             arc2 = ArcBetweenPoints(c, a, radius=2, **arc_conf)             reuleaux_tri = ArcPolygonFromArcs(arc0, arc1, arc2, **poly_conf)             self.play(FadeIn(reuleaux_tri))             self.wait(2)  The arcpolygon itself can also be hidden so that instead only the contained arcs are drawn. This can be used to easily debug arcs or to highlight them.  .. manim:: ArcPolygonExample2      class ArcPolygonExample2(Scene):         def construct(self):             arc_conf = {""stroke_width"": 3, ""stroke_color"": BLUE,                 ""fill_opacity"": 0.5, ""color"": GREEN}             poly_conf = {""color"": None}             a = [-1, 0, 0]             b = [1, 0, 0]             c = [0, np.sqrt(3), 0]             arc0 = ArcBetweenPoints(a, b, radius=2, **arc_conf)             arc1 = ArcBetweenPoints(b, c, radius=2, **arc_conf)             arc2 = ArcBetweenPoints(c, a, radius=2, stroke_color=RED)             reuleaux_tri = ArcPolygonFromArcs(arc0, arc1, arc2, **poly_conf)             self.play(FadeIn(reuleaux_tri))             self.wait(2)"
Circle,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle.  Parameters ---------- color     The color of the shape. kwargs     Additional arguments to be passed to :class:`Arc`  Examples -------- .. manim:: CircleExample     :save_last_frame:      class CircleExample(Scene):         def construct(self):             circle_1 = Circle(radius=1.0)             circle_2 = Circle(radius=1.5, color=GREEN)             circle_3 = Circle(radius=1.0, color=BLUE_B, fill_opacity=1)              circle_group = Group(circle_1, circle_2, circle_3).arrange(buff=1)             self.add(circle_group)"
Circle,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle.  Parameters ---------- color     The color of the shape. kwargs     Additional arguments to be passed to :class:`Arc`  Examples -------- .. manim:: CircleExample     :save_last_frame:      class CircleExample(Scene):         def construct(self):             circle_1 = Circle(radius=1.0)             circle_2 = Circle(radius=1.5, color=GREEN)             circle_3 = Circle(radius=1.0, color=BLUE_B, fill_opacity=1)              circle_group = Group(circle_1, circle_2, circle_3).arrange(buff=1)             self.add(circle_group)"
Circle,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle.  Parameters ---------- color     The color of the shape. kwargs     Additional arguments to be passed to :class:`Arc`  Examples -------- .. manim:: CircleExample     :save_last_frame:      class CircleExample(Scene):         def construct(self):             circle_1 = Circle(radius=1.0)             circle_2 = Circle(radius=1.5, color=GREEN)             circle_3 = Circle(radius=1.0, color=BLUE_B, fill_opacity=1)              circle_group = Group(circle_1, circle_2, circle_3).arrange(buff=1)             self.add(circle_group)"
Circle,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle.  Parameters ---------- color     The color of the shape. kwargs     Additional arguments to be passed to :class:`Arc`  Examples -------- .. manim:: CircleExample     :save_last_frame:      class CircleExample(Scene):         def construct(self):             circle_1 = Circle(radius=1.0)             circle_2 = Circle(radius=1.5, color=GREEN)             circle_3 = Circle(radius=1.0, color=BLUE_B, fill_opacity=1)              circle_group = Group(circle_1, circle_2, circle_3).arrange(buff=1)             self.add(circle_group)"
Circle,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle.  Parameters ---------- color     The color of the shape. kwargs     Additional arguments to be passed to :class:`Arc`  Examples -------- .. manim:: CircleExample     :save_last_frame:      class CircleExample(Scene):         def construct(self):             circle_1 = Circle(radius=1.0)             circle_2 = Circle(radius=1.5, color=GREEN)             circle_3 = Circle(radius=1.0, color=BLUE_B, fill_opacity=1)              circle_group = Group(circle_1, circle_2, circle_3).arrange(buff=1)             self.add(circle_group)"
Circle,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle.  Parameters ---------- color     The color of the shape. kwargs     Additional arguments to be passed to :class:`Arc`  Examples -------- .. manim:: CircleExample     :save_last_frame:      class CircleExample(Scene):         def construct(self):             circle_1 = Circle(radius=1.0)             circle_2 = Circle(radius=1.5, color=GREEN)             circle_3 = Circle(radius=1.0, color=BLUE_B, fill_opacity=1)              circle_group = Group(circle_1, circle_2, circle_3).arrange(buff=1)             self.add(circle_group)"
CubicBezier,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A cubic Bézier curve.  Example ------- .. manim:: BezierSplineExample     :save_last_frame:      class BezierSplineExample(Scene):         def construct(self):             p1 = np.array([-3, 1, 0])             p1b = p1 + [1, 0, 0]             d1 = Dot(point=p1).set_color(BLUE)             l1 = Line(p1, p1b)             p2 = np.array([3, -1, 0])             p2b = p2 - [1, 0, 0]             d2 = Dot(point=p2).set_color(RED)             l2 = Line(p2, p2b)             bezier = CubicBezier(p1b, p1b + 3 * RIGHT, p2b - 3 * RIGHT, p2b)             self.add(l1, d1, l2, d2, bezier)"
CurvedArrow,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"Inherits from Arc and additionally takes 2 points between which the arc is spanned.  Example ------- .. manim:: ArcBetweenPointsExample    class ArcBetweenPointsExample(Scene):       def construct(self):           circle = Circle(radius=2, stroke_color=GREY)           dot_1 = Dot(color=GREEN).move_to([2, 0, 0]).scale(0.5)           dot_1_text = Tex(""(2,0)"").scale(0.5).next_to(dot_1, RIGHT).set_color(BLUE)           dot_2 = Dot(color=GREEN).move_to([0, 2, 0]).scale(0.5)           dot_2_text = Tex(""(0,2)"").scale(0.5).next_to(dot_2, UP).set_color(BLUE)           arc= ArcBetweenPoints(start=2 * RIGHT, end=2 * UP, stroke_color=YELLOW)           self.add(circle, dot_1, dot_2, dot_1_text, dot_2_text)           self.play(Create(arc))"
CurvedDoubleArrow,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"Inherits from Arc and additionally takes 2 points between which the arc is spanned.  Example ------- .. manim:: ArcBetweenPointsExample    class ArcBetweenPointsExample(Scene):       def construct(self):           circle = Circle(radius=2, stroke_color=GREY)           dot_1 = Dot(color=GREEN).move_to([2, 0, 0]).scale(0.5)           dot_1_text = Tex(""(2,0)"").scale(0.5).next_to(dot_1, RIGHT).set_color(BLUE)           dot_2 = Dot(color=GREEN).move_to([0, 2, 0]).scale(0.5)           dot_2_text = Tex(""(0,2)"").scale(0.5).next_to(dot_2, UP).set_color(BLUE)           arc= ArcBetweenPoints(start=2 * RIGHT, end=2 * UP, stroke_color=YELLOW)           self.add(circle, dot_1, dot_2, dot_1_text, dot_2_text)           self.play(Create(arc))"
Dot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle with a very small radius.  Parameters ---------- point     The location of the dot. radius     The radius of the dot. stroke_width     The thickness of the outline of the dot. fill_opacity     The opacity of the dot's fill_colour color     The color of the dot. kwargs     Additional arguments to be passed to :class:`Circle`  Examples -------- .. manim:: DotExample     :save_last_frame:      class DotExample(Scene):         def construct(self):             dot1 = Dot(point=LEFT, radius=0.08)             dot2 = Dot(point=ORIGIN)             dot3 = Dot(point=RIGHT)             self.add(dot1,dot2,dot3)"
Dot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle with a very small radius.  Parameters ---------- point     The location of the dot. radius     The radius of the dot. stroke_width     The thickness of the outline of the dot. fill_opacity     The opacity of the dot's fill_colour color     The color of the dot. kwargs     Additional arguments to be passed to :class:`Circle`  Examples -------- .. manim:: DotExample     :save_last_frame:      class DotExample(Scene):         def construct(self):             dot1 = Dot(point=LEFT, radius=0.08)             dot2 = Dot(point=ORIGIN)             dot3 = Dot(point=RIGHT)             self.add(dot1,dot2,dot3)"
Dot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle with a very small radius.  Parameters ---------- point     The location of the dot. radius     The radius of the dot. stroke_width     The thickness of the outline of the dot. fill_opacity     The opacity of the dot's fill_colour color     The color of the dot. kwargs     Additional arguments to be passed to :class:`Circle`  Examples -------- .. manim:: DotExample     :save_last_frame:      class DotExample(Scene):         def construct(self):             dot1 = Dot(point=LEFT, radius=0.08)             dot2 = Dot(point=ORIGIN)             dot3 = Dot(point=RIGHT)             self.add(dot1,dot2,dot3)"
Dot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle with a very small radius.  Parameters ---------- point     The location of the dot. radius     The radius of the dot. stroke_width     The thickness of the outline of the dot. fill_opacity     The opacity of the dot's fill_colour color     The color of the dot. kwargs     Additional arguments to be passed to :class:`Circle`  Examples -------- .. manim:: DotExample     :save_last_frame:      class DotExample(Scene):         def construct(self):             dot1 = Dot(point=LEFT, radius=0.08)             dot2 = Dot(point=ORIGIN)             dot3 = Dot(point=RIGHT)             self.add(dot1,dot2,dot3)"
Dot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle with a very small radius.  Parameters ---------- point     The location of the dot. radius     The radius of the dot. stroke_width     The thickness of the outline of the dot. fill_opacity     The opacity of the dot's fill_colour color     The color of the dot. kwargs     Additional arguments to be passed to :class:`Circle`  Examples -------- .. manim:: DotExample     :save_last_frame:      class DotExample(Scene):         def construct(self):             dot1 = Dot(point=LEFT, radius=0.08)             dot2 = Dot(point=ORIGIN)             dot3 = Dot(point=RIGHT)             self.add(dot1,dot2,dot3)"
Dot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circle with a very small radius.  Parameters ---------- point     The location of the dot. radius     The radius of the dot. stroke_width     The thickness of the outline of the dot. fill_opacity     The opacity of the dot's fill_colour color     The color of the dot. kwargs     Additional arguments to be passed to :class:`Circle`  Examples -------- .. manim:: DotExample     :save_last_frame:      class DotExample(Scene):         def construct(self):             dot1 = Dot(point=LEFT, radius=0.08)             dot2 = Dot(point=ORIGIN)             dot3 = Dot(point=RIGHT)             self.add(dot1,dot2,dot3)"
Ellipse,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A circular shape; oval, circle.  Parameters ---------- width    The horizontal width of the ellipse. height    The vertical height of the ellipse. kwargs    Additional arguments to be passed to :class:`Circle`.  Examples -------- .. manim:: EllipseExample     :save_last_frame:      class EllipseExample(Scene):         def construct(self):             ellipse_1 = Ellipse(width=2.0, height=4.0, color=BLUE_B)             ellipse_2 = Ellipse(width=4.0, height=1.0, color=BLUE_D)             ellipse_group = Group(ellipse_1,ellipse_2).arrange(buff=1)             self.add(ellipse_group)"
LabeledDot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A :class:`Dot` containing a label in its center.  Parameters ---------- label     The label of the :class:`Dot`. This is rendered as :class:`~.MathTex`     by default (i.e., when passing a :class:`str`), but other classes     representing rendered strings like :class:`~.Text` or :class:`~.Tex`     can be passed as well. radius     The radius of the :class:`Dot`. If ``None`` (the default), the radius     is calculated based on the size of the ``label``.  Examples -------- .. manim:: SeveralLabeledDots     :save_last_frame:      class SeveralLabeledDots(Scene):         def construct(self):             sq = Square(fill_color=RED, fill_opacity=1)             self.add(sq)             dot1 = LabeledDot(Tex(""42"", color=RED))             dot2 = LabeledDot(MathTex(""a"", color=GREEN))             dot3 = LabeledDot(Text(""ii"", color=BLUE))             dot4 = LabeledDot(""3"")             dot1.next_to(sq, UL)             dot2.next_to(sq, UR)             dot3.next_to(sq, DL)             dot4.next_to(sq, DR)             self.add(dot1, dot2, dot3, dot4)"
LabeledDot,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A :class:`Dot` containing a label in its center.  Parameters ---------- label     The label of the :class:`Dot`. This is rendered as :class:`~.MathTex`     by default (i.e., when passing a :class:`str`), but other classes     representing rendered strings like :class:`~.Text` or :class:`~.Tex`     can be passed as well. radius     The radius of the :class:`Dot`. If ``None`` (the default), the radius     is calculated based on the size of the ``label``.  Examples -------- .. manim:: SeveralLabeledDots     :save_last_frame:      class SeveralLabeledDots(Scene):         def construct(self):             sq = Square(fill_color=RED, fill_opacity=1)             self.add(sq)             dot1 = LabeledDot(Tex(""42"", color=RED))             dot2 = LabeledDot(MathTex(""a"", color=GREEN))             dot3 = LabeledDot(Text(""ii"", color=BLUE))             dot4 = LabeledDot(""3"")             dot1.next_to(sq, UL)             dot2.next_to(sq, UR)             dot3.next_to(sq, DL)             dot4.next_to(sq, DR)             self.add(dot1, dot2, dot3, dot4)"
Sector,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"A sector of a circle.  Examples -------- .. manim:: ExampleSector     :save_last_frame:      class ExampleSector(Scene):         def construct(self):             sector = Sector(radius=2)             sector2 = Sector(radius=2.5, angle=60*DEGREES).move_to([-3, 0, 0])             sector.set_color(RED)             sector2.set_color(PINK)             self.add(sector, sector2)"
TipableVMobject,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"Meant for shared functionality between Arc and Line. Functionality can be classified broadly into these groups:      * Adding, Creating, Modifying tips         - add_tip calls create_tip, before pushing the new tip             into the TipableVMobject's list of submobjects         - stylistic and positional configuration      * Checking for tips         - Boolean checks for whether the TipableVMobject has a tip             and a starting tip      * Getters         - Straightforward accessors, returning information pertaining             to the TipableVMobject instance's tip(s), its length etc"
TipableVMobject,manim.mobject.geometry.arc,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/arc.py,"Meant for shared functionality between Arc and Line. Functionality can be classified broadly into these groups:      * Adding, Creating, Modifying tips         - add_tip calls create_tip, before pushing the new tip             into the TipableVMobject's list of submobjects         - stylistic and positional configuration      * Checking for tips         - Boolean checks for whether the TipableVMobject has a tip             and a starting tip      * Getters         - Straightforward accessors, returning information pertaining             to the TipableVMobject instance's tip(s), its length etc"
Difference,manim.mobject.geometry.boolean_ops,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/geometry/boolean_ops.py,"Subtracts one :class:`~.VMobject` from another one.  Parameters ---------- subject     The 1st :class:`~.VMobject`. clip     The 2nd :class:`~.VMobject`  Example ------- .. manim:: DifferenceExample     :save_last_frame:      class DifferenceExample(Scene):         def construct(self):             sq = Square(color=RED, fill_opacity=1)             sq.move_to([-2, 0, 0])             cr = Circle(color=BLUE, fill_opacity=1)             cr.move_to([-1.3, 0.7, 0])             un = Difference(sq, cr, color=GREEN, fill_opacity=1)             un.move_to([1.5, 0, 0])             self.add(sq, cr, un)"
